stage	event	scene	document	buffer	a	b	c
Frame Build Complete	558	53	52	52	69	64	0
Glyph Atlas Summary	558	53	52	52	63	1	70656
Layout Cache Summary	558	53	52	52	0	1	4128
Native Actual Presentation Latency	558	0	0	0	48734792	0	0
Native Display Link Target Latency	558	0	0	0	15402208	0	0
Native Event Handler Latency	558	0	0	0	80166	0	0
Native Frame Queue Latency	558	0	0	0	7024000	0	0
Native GPU Terminal Observed Latency	558	0	0	0	15451958	0	0
Native Presentation Callback Lag	558	0	0	0	184250	0	0
Native Presented Handler Latency	558	0	0	0	48919333	0	0
Native Submission Latency	558	0	0	0	61834	0	0
Native Target Presentation Latency	558	0	0	0	48735458	0	0
Native Terminal Record Latency	558	0	0	0	15453083	0	0
State Mutation Complete	558	0	52	52	1	1	53
Text Summary	558	53	52	52	2	1	1
Visible Layout Begin	558	53	52	52	0	0	0
Visible Layout Complete	558	53	52	52	1	0	0
Event Dispatch Begin	559	0	52	52	8	53	0
State Mutation Complete	559	0	52	52	0	0	53
Event Dispatch Begin	560	0	52	52	1	53	0
State Mutation Complete	560	0	52	52	0	0	53
Event Dispatch Begin	561	0	52	52	8	53	0
State Mutation Complete	561	0	52	52	0	0	53
Event Dispatch Begin	562	0	52	52	1	53	0
State Mutation Complete	562	0	52	52	0	0	53
Event Dispatch Begin	563	0	52	52	8	53	0
State Mutation Complete	563	0	52	52	0	0	53
Event Dispatch Begin	564	0	52	52	1	53	0
State Mutation Complete	564	0	52	52	0	0	53
Event Dispatch Begin	565	0	52	52	8	53	0
State Mutation Complete	565	0	52	52	0	0	53
Event Dispatch Begin	566	0	52	52	1	53	0
State Mutation Complete	566	0	52	52	0	0	53
Event Dispatch Begin	567	0	52	52	8	53	0
State Mutation Complete	567	0	52	52	0	0	53
Atlas Publication Begin	568	54	53	53	65	0	0
Atlas Publication Complete	568	54	53	53	2	4352	1
Event Dispatch Begin	568	0	52	52	5	53	0
Frame Build Begin	568	54	53	53	1148190720	1141309440	0
Frame Build Complete	568	54	53	53	70	65	0
Glyph Atlas Summary	568	54	53	53	64	1	70656
Layout Cache Summary	568	54	53	53	0	1	4192
State Mutation Complete	568	0	53	53	1	1	54
Text Summary	568	54	53	53	2	1	1
Visible Layout Begin	568	54	53	53	0	0	0
Visible Layout Complete	568	54	53	53	1	0	0
Event Dispatch Begin	569	0	53	53	8	54	0
State Mutation Complete	569	0	53	53	0	0	54
Event Dispatch Begin	570	0	53	53	1	54	0
State Mutation Complete	570	0	53	53	0	0	54
Event Dispatch Begin	571	0	53	53	8	54	0
State Mutation Complete	571	0	53	53	0	0	54
Event Dispatch Begin	572	0	53	53	1	54	0
State Mutation Complete	572	0	53	53	0	0	54
Event Dispatch Begin	573	0	53	53	8	54	0
State Mutation Complete	573	0	53	53	0	0	54
Event Dispatch Begin	574	0	53	53	1	54	0
State Mutation Complete	574	0	53	53	0	0	54
Event Dispatch Begin	575	0	53	53	8	54	0
State Mutation Complete	575	0	53	53	0	0	54
Event Dispatch Begin	576	0	53	53	1	54	0
State Mutation Complete	576	0	53	53	0	0	54
Event Dispatch Begin	577	0	53	53	8	54	0
State Mutation Complete	577	0	53	53	0	0	54
Atlas Publication Begin	578	55	54	54	66	0	0
Atlas Publication Complete	578	55	54	54	2	5632	1
Event Dispatch Begin	578	0	53	53	5	54	0
Frame Build Begin	578	55	54	54	1148190720	1141309440	0
Frame Build Complete	578	55	54	54	71	66	0
Glyph Atlas Summary	578	55	54	54	65	1	70656
Layout Cache Summary	578	55	54	54	0	1	4256
State Mutation Complete	578	0	54	54	1	1	55
Text Summary	578	55	54	54	2	1	1
Visible Layout Begin	578	55	54	54	0	0	0
Visible Layout Complete	578	55	54	54	1	0	0
Event Dispatch Begin	579	0	54	54	8	55	0
State Mutation Complete	579	0	54	54	0	0	55
Event Dispatch Begin	580	0	54	54	1	55	0
State Mutation Complete	580	0	54	54	0	0	55
Event Dispatch Begin	581	0	54	54	8	55	0
State Mutation Complete	581	0	54	54	0	0	55
Event Dispatch Begin	582	0	54	54	1	55	0
State Mutation Complete	582	0	54	54	0	0	55
Event Dispatch Begin	583	0	54	54	8	55	0
State Mutation Complete	583	0	54	54	0	0	55
Event Dispatch Begin	584	0	54	54	1	55	0
State Mutation Complete	584	0	54	54	0	0	55
Event Dispatch Begin	585	0	54	54	8	55	0
State Mutation Complete	585	0	54	54	0	0	55
Event Dispatch Begin	586	0	54	54	1	55	0
State Mutation Complete	586	0	54	54	0	0	55
Event Dispatch Begin	587	0	54	54	8	55	0
State Mutation Complete	587	0	54	54	0	0	55
Atlas Publication Begin	588	56	55	55	67	0	0
Atlas Publication Complete	588	56	55	55	2	5888	1
Event Dispatch Begin	588	0	54	54	5	55	0
Frame Build Begin	588	56	55	55	1148190720	1141309440	0
Frame Build Complete	588	56	55	55	72	67	0
Glyph Atlas Summary	588	56	55	55	66	1	70656
Layout Cache Summary	588	56	55	55	0	1	4320
Native Actual Presentation Latency	588	0	0	0	48753708	0	0
Native Display Link Target Latency	588	0	0	0	15421167	0	0
Native Event Handler Latency	588	0	0	0	105250	0	0
Native Frame Queue Latency	588	0	0	0	7032916	0	0
Native GPU Terminal Observed Latency	588	0	0	0	23806000	0	0
Native Presentation Callback Lag	588	0	0	0	202625	0	0
Native Presented Handler Latency	588	0	0	0	48956875	0	0
Native Submission Latency	588	0	0	0	104334	0	0
Native Target Presentation Latency	588	0	0	0	48754417	0	0
Native Terminal Record Latency	588	0	0	0	32144500	0	0
State Mutation Complete	588	0	55	55	1	1	56
Text Summary	588	56	55	55	2	1	1
Visible Layout Begin	588	56	55	55	0	0	0
Visible Layout Complete	588	56	55	55	1	0	0
Event Dispatch Begin	589	0	55	55	8	56	0
State Mutation Complete	589	0	55	55	0	0	56
Event Dispatch Begin	590	0	55	55	1	56	0
State Mutation Complete	590	0	55	55	0	0	56
Event Dispatch Begin	591	0	55	55	8	56	0
State Mutation Complete	591	0	55	55	0	0	56
Event Dispatch Begin	592	0	55	55	1	56	0
State Mutation Complete	592	0	55	55	0	0	56
Event Dispatch Begin	593	0	55	55	8	56	0
State Mutation Complete	593	0	55	55	0	0	56
Event Dispatch Begin	594	0	55	55	1	56	0
State Mutation Complete	594	0	55	55	0	0	56
Event Dispatch Begin	595	0	55	55	8	56	0
State Mutation Complete	595	0	55	55	0	0	56
Event Dispatch Begin	596	0	55	55	1	56	0
State Mutation Complete	596	0	55	55	0	0	56
Event Dispatch Begin	597	0	55	55	8	56	0
State Mutation Complete	597	0	55	55	0	0	56
Event Dispatch Begin	598	0	55	55	1	56	0
State Mutation Complete	598	0	55	55	0	0	56
Event Dispatch Begin	599	0	55	55	8	56	0
State Mutation Complete	599	0	55	55	0	0	56
Event Dispatch Begin	600	0	55	55	8	56	0
State Mutation Complete	600	0	55	55	0	0	56
Event Dispatch Begin	601	0	55	55	8	56	0
State Mutation Complete	601	0	55	55	0	0	56
Event Dispatch Begin	602	0	55	55	8	56	0
State Mutation Complete	602	0	55	55	0	0	56
Event Dispatch Begin	603	0	55	55	8	56	0
State Mutation Complete	603	0	55	55	0	0	56
Event Dispatch Begin	604	0	55	55	8	56	0
State Mutation Complete	604	0	55	55	0	0	56
Event Dispatch Begin	605	0	55	55	8	56	0
State Mutation Complete	605	0	55	55	0	0	56
Event Dispatch Begin	606	0	55	55	8	56	0
State Mutation Complete	606	0	55	55	0	0	56
Event Dispatch Begin	607	0	55	55	8	56	0
State Mutation Complete	607	0	55	55	0	0	56
Event Dispatch Begin	608	0	55	55	8	56	0
State Mutation Complete	608	0	55	55	0	0	56
Event Dispatch Begin	609	0	55	55	8	56	0
State Mutation Complete	609	0	55	55	0	0	56
Event Dispatch Begin	610	0	55	55	8	56	0
State Mutation Complete	610	0	55	55	0	0	56
Event Dispatch Begin	611	0	55	55	8	56	0
State Mutation Complete	611	0	55	55	0	0	56
Event Dispatch Begin	612	0	55	55	8	56	0
State Mutation Complete	612	0	55	55	0	0	56
Event Dispatch Begin	613	0	55	55	8	56	0
State Mutation Complete	613	0	55	55	0	0	56
Event Dispatch Begin	614	0	55	55	8	56	0
State Mutation Complete	614	0	55	55	0	0	56
Event Dispatch Begin	615	0	55	55	8	56	0
State Mutation Complete	615	0	55	55	0	0	56
Event Dispatch Begin	616	0	55	55	8	56	0
State Mutation Complete	616	0	55	55	0	0	56
Event Dispatch Begin	617	0	55	55	8	56	0
State Mutation Complete	617	0	55	55	0	0	56
Event Dispatch Begin	618	0	55	55	8	56	0
State Mutation Complete	618	0	55	55	0	0	56
Event Dispatch Begin	619	0	55	55	8	56	0
State Mutation Complete	619	0	55	55	0	0	56
Event Dispatch Begin	620	0	55	55	8	56	0
State Mutation Complete	620	0	55	55	0	0	56
Event Dispatch Begin	621	0	55	55	8	56	0
State Mutation Complete	621	0	55	55	0	0	56
Event Dispatch Begin	622	0	55	55	8	56	0
State Mutation Complete	622	0	55	55	0	0	56
Event Dispatch Begin	623	0	55	55	8	56	0
State Mutation Complete	623	0	55	55	0	0	56
Event Dispatch Begin	624	0	55	55	8	56	0
State Mutation Complete	624	0	55	55	0	0	56
Event Dispatch Begin	625	0	55	55	8	56	0
State Mutation Complete	625	0	55	55	0	0	56
Event Dispatch Begin	626	0	55	55	8	56	0
State Mutation Complete	626	0	55	55	0	0	56
Event Dispatch Begin	627	0	55	55	8	56	0
State Mutation Complete	627	0	55	55	0	0	56
Event Dispatch Begin	628	0	55	55	8	56	0
State Mutation Complete	628	0	55	55	0	0	56
Event Dispatch Begin	629	0	55	55	8	56	0
State Mutation Complete	629	0	55	55	0	0	56
Event Dispatch Begin	630	0	55	55	8	56	0
State Mutation Complete	630	0	55	55	0	0	56
Event Dispatch Begin	631	0	55	55	8	56	0
State Mutation Complete	631	0	55	55	0	0	56
Event Dispatch Begin	632	0	55	55	8	56	0
State Mutation Complete	632	0	55	55	0	0	56
Event Dispatch Begin	633	0	55	55	8	56	0
State Mutation Complete	633	0	55	55	0	0	56
Event Dispatch Begin	634	0	55	55	8	56	0
State Mutation Complete	634	0	55	55	0	0	56
Event Dispatch Begin	635	0	55	55	8	56	0
State Mutation Complete	635	0	55	55	0	0	56
Event Dispatch Begin	636	0	55	55	8	56	0
State Mutation Complete	636	0	55	55	0	0	56
Event Dispatch Begin	637	0	55	55	10	56	0
State Mutation Complete	637	0	55	55	0	0	56
