stage	event	scene	document	buffer	a	b	c
Native Presented Handler Latency	159	0	0	0	46171666	0	0
Native Submission Latency	159	0	0	0	204667	0	0
Native Target Presentation Latency	159	0	0	0	45912833	0	0
Native Terminal Record Latency	159	0	0	0	20998833	0	0
State Mutation Complete	159	0	8	8	1	1	11
Text Summary	159	14	8	8	3	0	1
Visible Layout Begin	159	14	8	8	0	0	0
Visible Layout Complete	159	14	8	8	5	0	0
Event Dispatch Begin	160	0	8	8	8	11	0
State Mutation Complete	160	0	8	8	0	0	11
Event Dispatch Begin	161	0	8	8	1	11	0
State Mutation Complete	161	0	8	8	0	0	11
Event Dispatch Begin	162	0	8	8	8	11	0
State Mutation Complete	162	0	8	8	0	0	11
Event Dispatch Begin	163	0	8	8	1	11	0
State Mutation Complete	163	0	8	8	0	0	11
Event Dispatch Begin	164	0	8	8	8	11	0
State Mutation Complete	164	0	8	8	0	0	11
Event Dispatch Begin	165	0	8	8	1	11	0
State Mutation Complete	165	0	8	8	0	0	11
Event Dispatch Begin	166	0	8	8	8	11	0
State Mutation Complete	166	0	8	8	0	0	11
Event Dispatch Begin	167	0	8	8	1	11	0
State Mutation Complete	167	0	8	8	0	0	11
Event Dispatch Begin	168	0	8	8	8	11	0
State Mutation Complete	168	0	8	8	0	0	11
Atlas Publication Begin	169	15	9	9	85	0	0
Atlas Publication Complete	169	15	9	9	0	0	0
Event Dispatch Begin	169	0	8	8	5	11	0
Frame Build Begin	169	15	9	9	1148190720	1141309440	0
Frame Build Complete	169	15	9	9	91	85	0
Glyph Atlas Summary	169	15	9	9	95	0	70400
Layout Cache Summary	169	15	9	9	4	1	3264
Native Actual Presentation Latency	169	0	0	0	45880083	0	0
Native Display Link Target Latency	169	0	0	0	12546875	0	0
Native Event Handler Latency	169	0	0	0	233625	0	0
Native Frame Queue Latency	169	0	0	0	4135208	0	0
Native GPU Terminal Observed Latency	169	0	0	0	12697917	0	0
Native Presentation Callback Lag	169	0	0	0	228875	0	0
Native Presented Handler Latency	169	0	0	0	46109083	0	0
Native Submission Latency	169	0	0	0	210333	0	0
Native Target Presentation Latency	169	0	0	0	45880125	0	0
Native Terminal Record Latency	169	0	0	0	21035917	0	0
State Mutation Complete	169	0	9	9	1	1	12
Text Summary	169	15	9	9	3	0	1
Visible Layout Begin	169	15	9	9	0	0	0
Visible Layout Complete	169	15	9	9	5	0	0
Event Dispatch Begin	170	0	9	9	8	12	0
State Mutation Complete	170	0	9	9	0	0	12
Event Dispatch Begin	171	0	9	9	1	12	0
State Mutation Complete	171	0	9	9	0	0	12
Event Dispatch Begin	172	0	9	9	8	12	0
State Mutation Complete	172	0	9	9	0	0	12
Event Dispatch Begin	173	0	9	9	1	12	0
State Mutation Complete	173	0	9	9	0	0	12
Event Dispatch Begin	174	0	9	9	8	12	0
State Mutation Complete	174	0	9	9	0	0	12
Event Dispatch Begin	175	0	9	9	1	12	0
State Mutation Complete	175	0	9	9	0	0	12
Event Dispatch Begin	176	0	9	9	8	12	0
State Mutation Complete	176	0	9	9	0	0	12
Event Dispatch Begin	177	0	9	9	1	12	0
State Mutation Complete	177	0	9	9	0	0	12
Event Dispatch Begin	178	0	9	9	8	12	0
State Mutation Complete	178	0	9	9	0	0	12
Atlas Publication Begin	179	16	10	10	86	0	0
Atlas Publication Complete	179	16	10	10	0	0	0
Event Dispatch Begin	179	0	9	9	5	12	0
Frame Build Begin	179	16	10	10	1148190720	1141309440	0
Frame Build Complete	179	16	10	10	92	86	0
Glyph Atlas Summary	179	16	10	10	96	0	70400
Layout Cache Summary	179	16	10	10	4	1	3328
Native Actual Presentation Latency	179	0	0	0	42463250	0	0
Native Display Link Target Latency	179	0	0	0	9130167	0	0
Native Event Handler Latency	179	0	0	0	136666	0	0
Native Frame Queue Latency	179	0	0	0	772542	0	0
Native GPU Terminal Observed Latency	179	0	0	0	9266750	0	0
Native Presentation Callback Lag	179	0	0	0	231417	0	0
Native Presented Handler Latency	179	0	0	0	42695166	0	0
Native Submission Latency	179	0	0	0	239708	0	0
Native Target Presentation Latency	179	0	0	0	42463417	0	0
Native Terminal Record Latency	179	0	0	0	17545916	0	0
State Mutation Complete	179	0	10	10	1	1	13
Text Summary	179	16	10	10	3	0	1
Visible Layout Begin	179	16	10	10	0	0	0
Visible Layout Complete	179	16	10	10	5	0	0
Event Dispatch Begin	180	0	10	10	8	13	0
State Mutation Complete	180	0	10	10	0	0	13
Event Dispatch Begin	181	0	10	10	1	13	0
State Mutation Complete	181	0	10	10	0	0	13
Event Dispatch Begin	182	0	10	10	8	13	0
State Mutation Complete	182	0	10	10	0	0	13
Event Dispatch Begin	183	0	10	10	1	13	0
State Mutation Complete	183	0	10	10	0	0	13
Event Dispatch Begin	184	0	10	10	8	13	0
State Mutation Complete	184	0	10	10	0	0	13
Event Dispatch Begin	185	0	10	10	1	13	0
State Mutation Complete	185	0	10	10	0	0	13
Event Dispatch Begin	186	0	10	10	8	13	0
State Mutation Complete	186	0	10	10	0	0	13
Event Dispatch Begin	187	0	10	10	1	13	0
State Mutation Complete	187	0	10	10	0	0	13
Event Dispatch Begin	188	0	10	10	8	13	0
State Mutation Complete	188	0	10	10	0	0	13
Atlas Publication Begin	189	17	11	11	87	0	0
Atlas Publication Complete	189	17	11	11	2	5888	1
Event Dispatch Begin	189	0	10	10	5	13	0
Frame Build Begin	189	17	11	11	1148190720	1141309440	0
Frame Build Complete	189	17	11	11	93	87	0
Glyph Atlas Summary	189	17	11	11	96	1	75008
Layout Cache Summary	189	17	11	11	4	1	3392
Native Actual Presentation Latency	189	0	0	0	49357000	0	0
Native Display Link Target Latency	189	0	0	0	16023833	0	0
Native Event Handler Latency	189	0	0	0	371250	0	0
Native Frame Queue Latency	189	0	0	0	7456458	0	0
Native GPU Terminal Observed Latency	189	0	0	0	24437500	0	0
Native Presentation Callback Lag	189	0	0	0	317042	0	0
Native Presented Handler Latency	189	0	0	0	49674292	0	0
Native Submission Latency	189	0	0	0	285958	0	0
Native Target Presentation Latency	189	0	0	0	49357083	0	0
Native Terminal Record Latency	189	0	0	0	32838083	0	0
State Mutation Complete	189	0	11	11	1	1	14
Text Summary	189	17	11	11	3	1	1
Visible Layout Begin	189	17	11	11	0	0	0
Visible Layout Complete	189	17	11	11	5	0	0
Event Dispatch Begin	190	0	11	11	8	14	0
State Mutation Complete	190	0	11	11	0	0	14
Event Dispatch Begin	191	0	11	11	1	14	0
State Mutation Complete	191	0	11	11	0	0	14
Event Dispatch Begin	192	0	11	11	8	14	0
State Mutation Complete	192	0	11	11	0	0	14
Event Dispatch Begin	193	0	11	11	1	14	0
State Mutation Complete	193	0	11	11	0	0	14
Event Dispatch Begin	194	0	11	11	8	14	0
State Mutation Complete	194	0	11	11	0	0	14
Event Dispatch Begin	195	0	11	11	1	14	0
State Mutation Complete	195	0	11	11	0	0	14
Event Dispatch Begin	196	0	11	11	8	14	0
State Mutation Complete	196	0	11	11	0	0	14
Event Dispatch Begin	197	0	11	11	1	14	0
State Mutation Complete	197	0	11	11	0	0	14
Event Dispatch Begin	198	0	11	11	8	14	0
State Mutation Complete	198	0	11	11	0	0	14
Atlas Publication Begin	199	18	12	12	88	0	0
Atlas Publication Complete	199	18	12	12	2	1024	1
Event Dispatch Begin	199	0	11	11	5	14	0
Frame Build Begin	199	18	12	12	1148190720	1141309440	0
Frame Build Complete	199	18	12	12	94	88	0
Glyph Atlas Summary	199	18	12	12	97	1	75008
Layout Cache Summary	199	18	12	12	4	1	3456
Native Actual Presentation Latency	199	0	0	0	41840292	0	0
Native Display Link Target Latency	199	0	0	0	8507208	0	0
Native Event Handler Latency	199	0	0	0	403917	0	0
Native Frame Queue Latency	199	0	0	0	992583	0	0
Native GPU Terminal Observed Latency	199	0	0	0	8636500	0	0
Native Presentation Callback Lag	199	0	0	0	236000	0	0
Native Presented Handler Latency	199	0	0	0	42076917	0	0
Native Submission Latency	199	0	0	0	208667	0	0
Native Target Presentation Latency	199	0	0	0	41840458	0	0
Native Terminal Record Latency	199	0	0	0	16920625	0	0
State Mutation Complete	199	0	12	12	1	1	15
Text Summary	199	18	12	12	3	1	1
Visible Layout Begin	199	18	12	12	0	0	0
Visible Layout Complete	199	18	12	12	5	0	0
Event Dispatch Begin	200	0	12	12	8	15	0
State Mutation Complete	200	0	12	12	0	0	15
Event Dispatch Begin	201	0	12	12	1	15	0
State Mutation Complete	201	0	12	12	0	0	15
Event Dispatch Begin	202	0	12	12	8	15	0
State Mutation Complete	202	0	12	12	0	0	15
Event Dispatch Begin	203	0	12	12	1	15	0
State Mutation Complete	203	0	12	12	0	0	15
Event Dispatch Begin	204	0	12	12	8	15	0
State Mutation Complete	204	0	12	12	0	0	15
Event Dispatch Begin	205	0	12	12	1	15	0
State Mutation Complete	205	0	12	12	0	0	15
Event Dispatch Begin	206	0	12	12	8	15	0
State Mutation Complete	206	0	12	12	0	0	15
Event Dispatch Begin	207	0	12	12	1	15	0
State Mutation Complete	207	0	12	12	0	0	15
Event Dispatch Begin	208	0	12	12	8	15	0
State Mutation Complete	208	0	12	12	0	0	15
Atlas Publication Begin	209	19	13	13	89	0	0
Atlas Publication Complete	209	19	13	13	0	0	0
Event Dispatch Begin	209	0	12	12	5	15	0
Frame Build Begin	209	19	13	13	1148190720	1141309440	0
Frame Build Complete	209	19	13	13	95	89	0
Glyph Atlas Summary	209	19	13	13	99	0	75008
Layout Cache Summary	209	19	13	13	4	1	3520
Native Actual Presentation Latency	209	0	0	0	44167333	0	0
Native Display Link Target Latency	209	0	0	0	10834333	0	0
Native Event Handler Latency	209	0	0	0	179250	0	0
Native Frame Queue Latency	209	0	0	0	2384125	0	0
Native GPU Terminal Observed Latency	209	0	0	0	10978750	0	0
Native Presentation Callback Lag	209	0	0	0	216292	0	0
Native Presented Handler Latency	209	0	0	0	44383958	0	0
Native Submission Latency	209	0	0	0	131083	0	0
Native Target Presentation Latency	209	0	0	0	44167583	0	0
Native Terminal Record Latency	209	0	0	0	19309417	0	0
State Mutation Complete	209	0	13	13	1	1	16
Text Summary	209	19	13	13	3	0	1
Visible Layout Begin	209	19	13	13	0	0	0
Visible Layout Complete	209	19	13	13	5	0	0
Event Dispatch Begin	210	0	13	13	8	16	0
State Mutation Complete	210	0	13	13	0	0	16
Event Dispatch Begin	211	0	13	13	1	16	0
State Mutation Complete	211	0	13	13	0	0	16
Event Dispatch Begin	212	0	13	13	8	16	0
State Mutation Complete	212	0	13	13	0	0	16
Event Dispatch Begin	213	0	13	13	1	16	0
State Mutation Complete	213	0	13	13	0	0	16
Event Dispatch Begin	214	0	13	13	8	16	0
State Mutation Complete	214	0	13	13	0	0	16
Event Dispatch Begin	215	0	13	13	1	16	0
State Mutation Complete	215	0	13	13	0	0	16
Event Dispatch Begin	216	0	13	13	8	16	0
State Mutation Complete	216	0	13	13	0	0	16
Event Dispatch Begin	217	0	13	13	1	16	0
State Mutation Complete	217	0	13	13	0	0	16
Event Dispatch Begin	218	0	13	13	8	16	0
State Mutation Complete	218	0	13	13	0	0	16
Atlas Publication Begin	219	20	14	14	90	0	0
Atlas Publication Complete	219	20	14	14	0	0	0
Event Dispatch Begin	219	0	13	13	5	16	0
Frame Build Begin	219	20	14	14	1148190720	1141309440	0
Frame Build Complete	219	20	14	14	96	90	0
Glyph Atlas Summary	219	20	14	14	100	0	75008
Layout Cache Summary	219	20	14	14	4	1	3584
Native Actual Presentation Latency	219	0	0	0	44000042	0	0
Native Display Link Target Latency	219	0	0	0	10667250	0	0
Native Event Handler Latency	219	0	0	0	230792	0	0
Native Frame Queue Latency	219	0	0	0	2240292	0	0
Native GPU Terminal Observed Latency	219	0	0	0	10811209	0	0
Native Presentation Callback Lag	219	0	0	0	273042	0	0
Native Presented Handler Latency	219	0	0	0	44274125	0	0
Native Submission Latency	219	0	0	0	186333	0	0
Native Target Presentation Latency	219	0	0	0	44000500	0	0
Native Terminal Record Latency	219	0	0	0	19103417	0	0
State Mutation Complete	219	0	14	14	1	1	17
Text Summary	219	20	14	14	3	0	1
Visible Layout Begin	219	20	14	14	0	0	0
Visible Layout Complete	219	20	14	14	5	0	0
Event Dispatch Begin	220	0	14	14	8	17	0
State Mutation Complete	220	0	14	14	0	0	17
Event Dispatch Begin	221	0	14	14	1	17	0
State Mutation Complete	221	0	14	14	0	0	17
Event Dispatch Begin	222	0	14	14	8	17	0
State Mutation Complete	222	0	14	14	0	0	17
Event Dispatch Begin	223	0	14	14	1	17	0
State Mutation Complete	223	0	14	14	0	0	17
Event Dispatch Begin	224	0	14	14	8	17	0
State Mutation Complete	224	0	14	14	0	0	17
Event Dispatch Begin	225	0	14	14	1	17	0
State Mutation Complete	225	0	14	14	0	0	17
Event Dispatch Begin	226	0	14	14	8	17	0
State Mutation Complete	226	0	14	14	0	0	17
Event Dispatch Begin	227	0	14	14	1	17	0
State Mutation Complete	227	0	14	14	0	0	17
Event Dispatch Begin	228	0	14	14	8	17	0
State Mutation Complete	228	0	14	14	0	0	17
Atlas Publication Begin	229	21	15	15	91	0	0
Atlas Publication Complete	229	21	15	15	0	0	0
Event Dispatch Begin	229	0	14	14	5	17	0
Frame Build Begin	229	21	15	15	1148190720	1141309440	0
Frame Build Complete	229	21	15	15	97	91	0
Glyph Atlas Summary	229	21	15	15	101	0	75008
Layout Cache Summary	229	21	15	15	4	1	3648
Native Actual Presentation Latency	229	0	0	0	43347250	0	0
Native Display Link Target Latency	229	0	0	0	10014625	0	0
Native Event Handler Latency	229	0	0	0	232292	0	0
Native Frame Queue Latency	229	0	0	0	1524666	0	0
Native GPU Terminal Observed Latency	229	0	0	0	10143459	0	0
Native Presentation Callback Lag	229	0	0	0	273167	0	0
Native Presented Handler Latency	229	0	0	0	43621959	0	0
Native Submission Latency	229	0	0	0	142667	0	0
Native Target Presentation Latency	229	0	0	0	43347875	0	0
Native Terminal Record Latency	229	0	0	0	18578334	0	0
State Mutation Complete	229	0	15	15	1	1	18
Text Summary	229	21	15	15	3	0	1
Visible Layout Begin	229	21	15	15	0	0	0
Visible Layout Complete	229	21	15	15	5	0	0
Event Dispatch Begin	230	0	15	15	8	18	0
State Mutation Complete	230	0	15	15	0	0	18
Event Dispatch Begin	231	0	15	15	1	18	0
State Mutation Complete	231	0	15	15	0	0	18
Event Dispatch Begin	232	0	15	15	8	18	0
State Mutation Complete	232	0	15	15	0	0	18
Event Dispatch Begin	233	0	15	15	1	18	0
State Mutation Complete	233	0	15	15	0	0	18
Event Dispatch Begin	234	0	15	15	8	18	0
State Mutation Complete	234	0	15	15	0	0	18
Event Dispatch Begin	235	0	15	15	1	18	0
State Mutation Complete	235	0	15	15	0	0	18
Event Dispatch Begin	236	0	15	15	8	18	0
State Mutation Complete	236	0	15	15	0	0	18
Event Dispatch Begin	237	0	15	15	1	18	0
State Mutation Complete	237	0	15	15	0	0	18
Event Dispatch Begin	238	0	15	15	8	18	0
State Mutation Complete	238	0	15	15	0	0	18
Atlas Publication Begin	239	22	16	16	92	0	0
Atlas Publication Complete	239	22	16	16	0	0	0
Event Dispatch Begin	239	0	15	15	5	18	0
Frame Build Begin	239	22	16	16	1148190720	1141309440	0
Frame Build Complete	239	22	16	16	98	92	0
Glyph Atlas Summary	239	22	16	16	102	0	75008
Layout Cache Summary	239	22	16	16	4	1	3712
Native Actual Presentation Latency	239	0	0	0	54144125	0	0
Native Display Link Target Latency	239	0	0	0	12477583	0	0
Native Event Handler Latency	239	0	0	0	154500	0	0
Native Frame Queue Latency	239	0	0	0	4087041	0	0
Native GPU Terminal Observed Latency	239	0	0	0	12708292	0	0
Native Presentation Callback Lag	239	0	0	0	325083	0	0
Native Presented Handler Latency	239	0	0	0	54469542	0	0
Native Submission Latency	239	0	0	0	157125	0	0
Native Target Presentation Latency	239	0	0	0	45810833	0	0
Native Terminal Record Latency	239	0	0	0	21066250	0	0
State Mutation Complete	239	0	16	16	1	1	19
Text Summary	239	22	16	16	3	0	1
Visible Layout Begin	239	22	16	16	0	0	0
Visible Layout Complete	239	22	16	16	5	0	0
Event Dispatch Begin	240	0	16	16	8	19	0
State Mutation Complete	240	0	16	16	0	0	19
Event Dispatch Begin	241	0	16	16	1	19	0
State Mutation Complete	241	0	16	16	0	0	19
Event Dispatch Begin	242	0	16	16	8	19	0
State Mutation Complete	242	0	16	16	0	0	19
Event Dispatch Begin	243	0	16	16	1	19	0
State Mutation Complete	243	0	16	16	0	0	19
Event Dispatch Begin	244	0	16	16	8	19	0
State Mutation Complete	244	0	16	16	0	0	19
Event Dispatch Begin	245	0	16	16	1	19	0
State Mutation Complete	245	0	16	16	0	0	19
Event Dispatch Begin	246	0	16	16	8	19	0
State Mutation Complete	246	0	16	16	0	0	19
Event Dispatch Begin	247	0	16	16	1	19	0
State Mutation Complete	247	0	16	16	0	0	19
Event Dispatch Begin	248	0	16	16	8	19	0
State Mutation Complete	248	0	16	16	0	0	19
Atlas Publication Begin	249	23	17	17	93	0	0
Atlas Publication Complete	249	23	17	17	0	0	0
Event Dispatch Begin	249	0	16	16	5	19	0
Frame Build Begin	249	23	17	17	1148190720	1141309440	0
Frame Build Complete	249	23	17	17	99	93	0
Glyph Atlas Summary	249	23	17	17	103	0	75008
Layout Cache Summary	249	23	17	17	4	1	3776
Native Actual Presentation Latency	249	0	0	0	45690500	0	0
Native Display Link Target Latency	249	0	0	0	12357417	0	0
Native Event Handler Latency	249	0	0	0	362416	0	0
Native Frame Queue Latency	249	0	0	0	3774709	0	0
Native GPU Terminal Observed Latency	249	0	0	0	12490000	0	0
Native Presentation Callback Lag	249	0	0	0	274375	0	0
Native Presented Handler Latency	249	0	0	0	45965041	0	0
Native Submission Latency	249	0	0	0	175166	0	0
Native Target Presentation Latency	249	0	0	0	45690667	0	0
Native Terminal Record Latency	249	0	0	0	20838375	0	0
State Mutation Complete	249	0	17	17	1	1	20
Text Summary	249	23	17	17	3	0	1
Visible Layout Begin	249	23	17	17	0	0	0
Visible Layout Complete	249	23	17	17	5	0	0
Event Dispatch Begin	250	0	17	17	8	20	0
State Mutation Complete	250	0	17	17	0	0	20
Event Dispatch Begin	251	0	17	17	1	20	0
State Mutation Complete	251	0	17	17	0	0	20
Event Dispatch Begin	252	0	17	17	8	20	0
State Mutation Complete	252	0	17	17	0	0	20
Event Dispatch Begin	253	0	17	17	1	20	0
State Mutation Complete	253	0	17	17	0	0	20
Event Dispatch Begin	254	0	17	17	8	20	0
State Mutation Complete	254	0	17	17	0	0	20
Event Dispatch Begin	255	0	17	17	1	20	0
State Mutation Complete	255	0	17	17	0	0	20
Event Dispatch Begin	256	0	17	17	8	20	0
State Mutation Complete	256	0	17	17	0	0	20
Event Dispatch Begin	257	0	17	17	1	20	0
State Mutation Complete	257	0	17	17	0	0	20
Event Dispatch Begin	258	0	17	17	8	20	0
State Mutation Complete	258	0	17	17	0	0	20
Atlas Publication Begin	259	24	18	18	93	0	0
Atlas Publication Complete	259	24	18	18	0	0	0
Event Dispatch Begin	259	0	17	17	5	20	0
Frame Build Begin	259	24	18	18	1148190720	1141309440	0
Frame Build Complete	259	24	18	18	99	93	0
Glyph Atlas Summary	259	24	18	18	104	0	75008
Layout Cache Summary	259	24	18	18	4	1	3840
Native Actual Presentation Latency	259	0	0	0	42651750	0	0
Native Display Link Target Latency	259	0	0	0	9318792	0	0
Native Event Handler Latency	259	0	0	0	141417	0	0
Native Frame Queue Latency	259	0	0	0	971792	0	0
Native GPU Terminal Observed Latency	259	0	0	0	9464917	0	0
Native Presentation Callback Lag	259	0	0	0	238708	0	0
Native Presented Handler Latency	259	0	0	0	42890958	0	0
Native Submission Latency	259	0	0	0	200833	0	0
Native Target Presentation Latency	259	0	0	0	42652042	0	0
Native Terminal Record Latency	259	0	0	0	17721333	0	0
State Mutation Complete	259	0	18	18	1	1	21
Text Summary	259	24	18	18	3	0	1
Visible Layout Begin	259	24	18	18	0	0	0
Visible Layout Complete	259	24	18	18	5	0	0
Event Dispatch Begin	260	0	18	18	8	21	0
State Mutation Complete	260	0	18	18	0	0	21
Event Dispatch Begin	261	0	18	18	1	21	0
State Mutation Complete	261	0	18	18	0	0	21
Event Dispatch Begin	262	0	18	18	8	21	0
State Mutation Complete	262	0	18	18	0	0	21
Event Dispatch Begin	263	0	18	18	1	21	0
State Mutation Complete	263	0	18	18	0	0	21
Event Dispatch Begin	264	0	18	18	8	21	0
State Mutation Complete	264	0	18	18	0	0	21
Event Dispatch Begin	265	0	18	18	1	21	0
State Mutation Complete	265	0	18	18	0	0	21
Event Dispatch Begin	266	0	18	18	8	21	0
State Mutation Complete	266	0	18	18	0	0	21
Event Dispatch Begin	267	0	18	18	1	21	0
State Mutation Complete	267	0	18	18	0	0	21
Event Dispatch Begin	268	0	18	18	8	21	0
State Mutation Complete	268	0	18	18	0	0	21
Atlas Publication Begin	269	25	19	19	94	0	0
Atlas Publication Complete	269	25	19	19	2	2816	1
Event Dispatch Begin	269	0	18	18	5	21	0
Frame Build Begin	269	25	19	19	1148190720	1141309440	0
Frame Build Complete	269	25	19	19	100	94	0
Glyph Atlas Summary	269	25	19	19	104	1	75008
Layout Cache Summary	269	25	19	19	4	1	3904
Native Actual Presentation Latency	269	0	0	0	42541875	0	0
Native Display Link Target Latency	269	0	0	0	9209042	0	0
Native Event Handler Latency	269	0	0	0	328500	0	0
Native Frame Queue Latency	269	0	0	0	687750	0	0
Native GPU Terminal Observed Latency	269	0	0	0	9312792	0	0
Native Presentation Callback Lag	269	0	0	0	268792	0	0
Native Presented Handler Latency	269	0	0	0	42811334	0	0
Native Submission Latency	269	0	0	0	286250	0	0
Native Target Presentation Latency	269	0	0	0	42542292	0	0
Native Terminal Record Latency	269	0	0	0	17673042	0	0
State Mutation Complete	269	0	19	19	1	1	22
Text Summary	269	25	19	19	3	1	1
Visible Layout Begin	269	25	19	19	0	0	0
Visible Layout Complete	269	25	19	19	5	0	0
Event Dispatch Begin	270	0	19	19	8	22	0
State Mutation Complete	270	0	19	19	0	0	22
Event Dispatch Begin	271	0	19	19	1	22	0
State Mutation Complete	271	0	19	19	0	0	22
Event Dispatch Begin	272	0	19	19	8	22	0
State Mutation Complete	272	0	19	19	0	0	22
Event Dispatch Begin	273	0	19	19	1	22	0
State Mutation Complete	273	0	19	19	0	0	22
Event Dispatch Begin	274	0	19	19	8	22	0
State Mutation Complete	274	0	19	19	0	0	22
Event Dispatch Begin	275	0	19	19	1	22	0
State Mutation Complete	275	0	19	19	0	0	22
Event Dispatch Begin	276	0	19	19	8	22	0
State Mutation Complete	276	0	19	19	0	0	22
Event Dispatch Begin	277	0	19	19	1	22	0
State Mutation Complete	277	0	19	19	0	0	22
Event Dispatch Begin	278	0	19	19	8	22	0
State Mutation Complete	278	0	19	19	0	0	22
Atlas Publication Begin	279	26	20	20	94	0	0
Atlas Publication Complete	279	26	20	20	0	0	0
Event Dispatch Begin	279	0	19	19	5	22	0
Frame Build Begin	279	26	20	20	1148190720	1141309440	0
Frame Build Complete	279	26	20	20	100	94	0
Glyph Atlas Summary	279	26	20	20	106	0	75008
Layout Cache Summary	279	26	20	20	4	1	3968
Native Actual Presentation Latency	279	0	0	0	45860250	0	0
Native Display Link Target Latency	279	0	0	0	12527042	0	0
Native Event Handler Latency	279	0	0	0	251875	0	0
Native Frame Queue Latency	279	0	0	0	4096000	0	0
Native GPU Terminal Observed Latency	279	0	0	0	12701750	0	0
Native Presentation Callback Lag	279	0	0	0	246625	0	0
Native Presented Handler Latency	279	0	0	0	46106834	0	0
Native Submission Latency	279	0	0	0	229125	0	0
Native Target Presentation Latency	279	0	0	0	45860292	0	0
Native Terminal Record Latency	279	0	0	0	21025625	0	0
State Mutation Complete	279	0	20	20	1	1	23
Text Summary	279	26	20	20	3	0	1
Visible Layout Begin	279	26	20	20	0	0	0
Visible Layout Complete	279	26	20	20	5	0	0
Event Dispatch Begin	280	0	20	20	8	23	0
State Mutation Complete	280	0	20	20	0	0	23
Event Dispatch Begin	281	0	20	20	1	23	0
State Mutation Complete	281	0	20	20	0	0	23
Event Dispatch Begin	282	0	20	20	8	23	0
State Mutation Complete	282	0	20	20	0	0	23
Event Dispatch Begin	283	0	20	20	1	23	0
State Mutation Complete	283	0	20	20	0	0	23
Event Dispatch Begin	284	0	20	20	8	23	0
State Mutation Complete	284	0	20	20	0	0	23
Event Dispatch Begin	285	0	20	20	1	23	0
State Mutation Complete	285	0	20	20	0	0	23
Event Dispatch Begin	286	0	20	20	8	23	0
State Mutation Complete	286	0	20	20	0	0	23
Event Dispatch Begin	287	0	20	20	1	23	0
State Mutation Complete	287	0	20	20	0	0	23
Event Dispatch Begin	288	0	20	20	8	23	0
State Mutation Complete	288	0	20	20	0	0	23
Atlas Publication Begin	289	27	21	21	95	0	0
Atlas Publication Complete	289	27	21	21	2	5632	1
Event Dispatch Begin	289	0	20	20	5	23	0
Frame Build Begin	289	27	21	21	1148190720	1141309440	0
Frame Build Complete	289	27	21	21	101	95	0
Glyph Atlas Summary	289	27	21	21	106	1	75264
Layout Cache Summary	289	27	21	21	4	1	4032
Native Actual Presentation Latency	289	0	0	0	41872333	0	0
Native Display Link Target Latency	289	0	0	0	8539292	0	0
Native Event Handler Latency	289	0	0	0	392375	0	0
Native Frame Queue Latency	289	0	0	0	274750	0	0
Native GPU Terminal Observed Latency	289	0	0	0	8733291	0	0
Native Presentation Callback Lag	289	0	0	0	241125	0	0
Native Presented Handler Latency	289	0	0	0	42114166	0	0
Native Submission Latency	289	0	0	0	172834	0	0
Native Target Presentation Latency	289	0	0	0	41872542	0	0
Native Terminal Record Latency	289	0	0	0	16949750	0	0
State Mutation Complete	289	0	21	21	1	1	24
Text Summary	289	27	21	21	3	1	1
Visible Layout Begin	289	27	21	21	0	0	0
Visible Layout Complete	289	27	21	21	5	0	0
Event Dispatch Begin	290	0	21	21	8	24	0
State Mutation Complete	290	0	21	21	0	0	24
Event Dispatch Begin	291	0	21	21	1	24	0
State Mutation Complete	291	0	21	21	0	0	24
Event Dispatch Begin	292	0	21	21	8	24	0
State Mutation Complete	292	0	21	21	0	0	24
Event Dispatch Begin	293	0	21	21	1	24	0
State Mutation Complete	293	0	21	21	0	0	24
Event Dispatch Begin	294	0	21	21	8	24	0
State Mutation Complete	294	0	21	21	0	0	24
Event Dispatch Begin	295	0	21	21	1	24	0
State Mutation Complete	295	0	21	21	0	0	24
Event Dispatch Begin	296	0	21	21	8	24	0
State Mutation Complete	296	0	21	21	0	0	24
Event Dispatch Begin	297	0	21	21	1	24	0
State Mutation Complete	297	0	21	21	0	0	24
Event Dispatch Begin	298	0	21	21	8	24	0
State Mutation Complete	298	0	21	21	0	0	24
Atlas Publication Begin	299	28	22	22	96	0	0
Atlas Publication Complete	299	28	22	22	2	5888	1
Event Dispatch Begin	299	0	21	21	5	24	0
Frame Build Begin	299	28	22	22	1148190720	1141309440	0
Frame Build Complete	299	28	22	22	102	96	0
Glyph Atlas Summary	299	28	22	22	107	1	75264
Layout Cache Summary	299	28	22	22	4	1	4096
Native Actual Presentation Latency	299	0	0	0	44183625	0	0
Native Display Link Target Latency	299	0	0	0	10850667	0	0
Native Event Handler Latency	299	0	0	0	287500	0	0
Native Frame Queue Latency	299	0	0	0	2304042	0	0
Native GPU Terminal Observed Latency	299	0	0	0	10934666	0	0
Native Presentation Callback Lag	299	0	0	0	275542	0	0
Native Presented Handler Latency	299	0	0	0	44459500	0	0
Native Submission Latency	299	0	0	0	158291	0	0
Native Target Presentation Latency	299	0	0	0	44183917	0	0
Native Terminal Record Latency	299	0	0	0	19313791	0	0
State Mutation Complete	299	0	22	22	1	1	25
Text Summary	299	28	22	22	3	1	1
Visible Layout Begin	299	28	22	22	0	0	0
Visible Layout Complete	299	28	22	22	5	0	0
Event Dispatch Begin	300	0	22	22	8	25	0
